"title","rating","date","text","route","scope","class"
"first time","30","April 2017","Pertama kali naik citilink dan overall citilink oke, tidak ada masalah yg berarti nyaman, ramah dan pramugara yg sedikit rese soal hp tp demi kebaikan bersama","Balikpapan - Denpasar","Asia","Economy"
"harga murah penerbangan nyaman","50","April 2017","kami sekeluarga senang naik citilink karena sering ada promo harga murah dan penerbangan nyaman, info selalu update. semoga setiap tahun ada promo harga murah","Jakarta - Yogyakarta Region","Domestic","Economy"
"Flight Citilink","40","Juli 2016","bagi saya mengunakan maskapai citilink sangat bagus,dengan ketepat waktu,pramugari nya yang rama,pesawat nya juga oke bangett","Jakarta - Palembang","Domestic","Economy"
"Penerbangan yang menyenangkan","40","April 2017","Penerbangan dengan Citilink cukup menyenangkan, selain tepat waktu pelayanan yang diberikan juga baik. Sebelum dan sesudah terbang crew pesawat penyampaikan pantun yang menghibur.","Jakarta - Denpasar","Asia","Economy"
"Supergreen","50","April 2017","Pertamakali naik citilink, mulai dari check-in counter nya ramah dan cepat. Kemudian jarak tempat duduknya tidak terlalu sempit, sehingga kaki tidak terlalu dekat dengan kursi di depan. Pelayananan dari pramugari nya juga bagus, sangat membantu bila ada keluhan atau pertanyaan. Rekomendasi untuk penerbangan LCC. Sedikit ada keterlambatan datangnya pesawat (15 menit).","Jakarta - Denpasar","Asia","Economy"
"pengumuman dari crew sangat menghibur","40","Februari 2017","setelah sampek bandara sukarno hatta dan tahu tiket batik air saya hangus, langsung deh pesen citilink via tiket.com (bisa pakai CC sih). Pelayanan yang ramah serta pengumuman dari crew yang menghibur (ada selingan pantun), membuat nyaman anak-anak saya","Jakarta - Surabaya","Domestic","Economy"
"Nyaman dan Terjangkau","50","Juli 2016","Terbang bersama Citilink tidak pernah mengecewakan. Pelayanan yang didapatkan setara dengan Garuda, namun dengan harga yang lebih terjangkau. memuaskan!","Surabaya - Jakarta","Domestic","Economy"
"SUPERGREEN","40","April 2017","Penerbangan menggunakan Citilink indonesia ke bali termasuk ontime dan pelayananya cukup bagus dan khusus ny tidak lupa dengan Pantuners nya","Jakarta - Denpasar","Asia","Economy"
"Penerbangan menarik","40","April 2017","Salah satu memilih maskapai ini adalah terbang dengan murah dan tetap menjaga keselamatan. Pelayanan di dalam kabin yang segar krn pesawat baru. Shg ketepatan penerbangan menjadi salah satu alasan memilih..  Sukses","Yogyakarta Region - Jakarta","Domestic","Economy"
"direct flight","40","April 2017","pesawat langganan ku dan keluarga untuk setiap penerbangan pekanbaru-jogja-pekanbaru. karena cuma citilink yang ada direct flight pekanbaru-jogja-pekanbaru. pesawat nya lumayan on time, dari 10 kali penerbangan adalah 1 kali delay, waktu itu yg naik kebetulan ibu ku. tapi sekali nya delay paraaah, harusnya berangkat jam 8 baru berangkat hampir jam 11 an pakai transit di jakarta. tapi sofar pelayanan nya pun ramah, bahkan saya pede tidak bawa termos untuk buat susu anak saya, karena bisa minta di pesawat, dan dilayani dengan ramah.","Yogyakarta Region - Pekanbaru","Domestic","Economy"
"Tiket Murah Tapi Tidak Murahan","40","Desember 2016","Penerbangan dengan Citilink sangat menyenangkan. Pesawat bagus, pramugari/pramugara yang ramah, pantun yang cukup membuat tersenyum, selalu soft landing, dan terakhir kali terbang dengan citilink penumpang satu pesawat dapat souvenir menarik dari Sidomuncul.","Jakarta - Makassar","Domestic","Economy"
"Pesawatnya Anyar","40","Maret 2017","Penerbangan yang menyenangkan dengan pesawat yang masih baru serta penyejuk dalam cabin yang sangat dingin. Keberangkatan juga ontime,","Surabaya - Jakarta","Domestic","Economy"
"Pantun Jenaka di Pesawat","40","Maret 2017","1 hari sebelum keberangkatan, ada pemberitahuan bahwa ada keterlambatan jadwal. Sangat membantu karena diberitahukan 1 hari sebelumnya, sehingga tidak terlalu lama menunggu di bandara.  Untuk maskapai LCC, fasilitas yang diberikan Citilink memuaskan. Terlebih lagi saat sudah mendarat di tujuan, ada beberapa pantun jenaka yang diselipkan saat ucapan terima kasih saat pesawat akan mendarat hingga pesawat berhenti. Sangat menghibur!","Jakarta - Surabaya","Domestic","Economy"
"Cheap Flight","40","Maret 2017","Pertama kali naik citilink, dpt tiket dgn harga yg bagus, dan ternyata sangat on time, pramugari nya ramah, dan sangat membantu","Jakarta - Denpasar","Asia","Economy"
"Ekonomis Berkualitas","50","Oktober 2016","Dengan harga relatif murah, saya dan keluarga saya menggunakan layanan Citilink. Perjalanan relatif tepat waktu dan nyaman. Sebagai catatan, proses pendarata berlangsung mulus.","Jakarta - Balikpapan","Domestic","Economy"
"Pantun di Citilink","40","Maret 2017","maskapai low budget untuk travelers low budget...sempat delay 20 min karena menunggu pesawat dalam tujuan HLP ke MLG ..namun kami ttp enjoy karena judulnya mau liburan..hehe..dan lucunya ada selipan pantun saat kami sudah sampai di airport tujuan..unik sekali ...trims citilink..","Jakarta - Nelspruit","International","Economy"
"Kelas ekonomi berkualitas","40","Februari 2017","Tidak dapat dipungkiri kualitas maskapai yang satu ini lebih baik dari maskapai lain dengan harga yang sama. Jarang delay dan pelayanan FA cukup baik. Dibandingkan singa, saya lebih pilih citilink meskipun lebih mahal sedikit tapi tidak mengecewakan.","Jakarta - Batam","Domestic","Economy"
"ramah","40","Juli 2016","pelayanan yang baik dan ramah adalah hal yang saya rasakan ketika melakukan perjalanan bisnis dengan maskapai ini. pilot dan semua awak pesawat yang berpengalaman terlihat dari pelayanan selama penerbangan","Jakarta - Palembang","Domestic","Economy"
"Beberapa kali kena delay saat mencari yang mendarat di HLP","30","Maret 2017","Maskapai dengan pelayanan baik dan pilot yang handal. Hanya saja untuk penerbangan Jawa menuju HLP bbrp kali saya kena delay >2jam. Customer handle nya sangat gesit saat terjadi delay langsung disediakan kompensasi sesuai perundangan yang berlaku","Semarang - Jakarta","Domestic","Economy"
"jauh menjadi dekat","50","April 2016","harganya cocok sekitar 200 rb untuk berangkatnya pp hanya 400 rb . awal crita naikcitilink dulu saya dengan pacar saya itu ldr . pacar saya kerja di lombok . lalu saya bertekat untuk menjemput pacar saya di lombok untuk liburan liburan hehehehe..makasih citilink udah buat jauh jadi deket lagii","Surabaya - Lombok","Domestic","Economy"
"Maskapai low cost yang tepat waktu","30","Maret 2017","Ketepatan waktu kedatangannya baik. Walaupun berangkat terlambat sekitar 10 menit namun sampainya masih tetap sesuai yang direncanakan. Good job.","Semarang - Jakarta","Domestic","Economy"
"Diskon Untuk Anak-anak","40","Januari 2017","Suka pakai penerbangan ini. Harganya murah dan anak kecil (anak saya 3 tahun) dapat diskon 25% :). Sudah beberapa kali terbang belum pernah delay yang berarti, hanya delay 20 menit, masih bisa ditolerir :)","Yogyakarta Region - Jakarta","Domestic","Economy"
"Selalu delay kalo penerbangan malam","30","Maret 2016","Saya beberapa kali terbang malam dgn citilink selalu delay, membuat saya jadi takut karna sya datangnya jadi penerbangan terakhir tempat tujuan sya, smga jgn terulang kembali. Tetapi utk pramugari dan pramugaranya sangat baik dan ramah krn saat di pesawat dlm keadaan tdk terlalu ramai jd kami sempat berbincang.","Palembang - Batam","Domestic","Economy"
"Cukup puas","40","Februari 2017","Penerbangan kali ini cukup puas, keberangkatan tepat waktu, pramugari siap membantu mencarikan kursi dan juga membantu menertibkan barang bawakan kami di kabin","Palembang - Bandung","Domestic","Economy"
"Ke Belitong bersama Citilink","30","Februari 2017","Citilink bisa dibilang maskapai biasa saja, harga tidak terlalu murah, namun untuk jadwal juga on time. pelayanan standar,","Jakarta - Belitung Island","Domestic","Economy"
"Jauh Di Mata Dekat Di Hati","50","Januari 2017","Ini kesekian kalinya saya terbang dengan Citilink, Crew Cabin sangat ramah , saya duduk di 15 A (satu baris dibelakang pintu darurat) . Saat pesawat akan lepas landas saya diminta untuk pindah duduk di seat pintu darurat dengan senang hati saya bersedia karena pintu darurat memiliki space lebar untuk sandaran. Crew Cabin dengan ramah menjelaskan prosedur keselatamatan . Penerbangan smooth , dan diakhir perjalanan selalu ada lagu RAN - Dekat Dihari sebagai backsound","Surabaya - Jakarta","Domestic","Economy"
"Mimpin Group Tour Sekolah Ke Bangka","40","Maret 2016","Penerbangan menggunakan maskapai Citilink tidak mengecewakan, selain memiliki jadwal penerbangan yang tepat waktu serta konsistent membuat kami lebih percaya bahwa maskapai ini akan berkembang ke arah yang lebih baik, alasannya dari sisi pelayanannya yang kami bisa dikatakan BAIK, RAMAH dan BERTANGGUNG JAWAB. Disamping itu pada saat lepas landas maupun landing pesawat membuat peserta dari group kami tidak risau dan cenderung menyenangkan serta berkesan","Jakarta - Pangkalan Baru","Domestic","Economy"
"Penerbangan Nyaman & Hemat bersama citilink","50","Februari 2017","Good service, dari saat Check in di counter hingga pengambilan bagasi di bandara tujuan dilakukan dengan cepat dan teliti. Meskipun antri pada saat check in namun, pelayanan yg cepat menjadikan nilai plus bagi Citilink.. Image Garuda Indonesia yg sudah dikenal sangat bagus sebagai maskapai penerbangan di Indonesia rasanya terasa juga di anak perusahaannya yaitu Citilink.. Dengan tarif tiket yg relatif murah namun, mendapatkan pelayanan yg tidak murahan dan sangat bagus di kelas LCC..","Jakarta - Denpasar","Asia","Economy"
"Pengalaman kurang menyenangkan membawa bayi","20","November 2016","Apa yg saya tulis adalah pure pengalaman saya sendiri, hanya menyampaikan opini saya pribadi, report saya ke call center Citilink juga telah saya buat.  Saya memilih penerbangan citilink dari Jogja ke Jakarta dikarenakan Garuda Indonesia tidak melayani penerbangan ke bandara halim perdana kusuma sedangkan rumah saya lebih dekat ke halim dan saya membawa bayi. Sebelumnya dari Jakarta ke Jogja saya menggunakan Garuda Indonesia yang sudah terbukti pelayanannya.  Saat saya check in di bandara jogja, saya request untuk dapat seat di window karena pertimbangan utama yaitu anak saya masih bayi dan menyusu ASI sehingga tidak mungkin disusui sambil terekspose dan yang kedua karena memang saya check in masih pagi dan masih banyak kursi kosong. Namun petugas counter check in menolak membantu saya dikarenakan sudah system dan harus membayar tambahan biaya. Saya mengerti peraturan ini, tapi maksud saya ini untuk kebaikan bersama krn kalo tidak disusui anak saya akan menangis dan akan mengganggu kenyamanan penumpang lain, klo seorang ibu pasti mengerti maksud saya. Tp mereka malah menegaskan ini bukan Garuda bu, ini LCC (Low cost carrier), padahal dgn harganya yg di atas LCC yg lain saya berharap pelayanan Citilink lebih baik.  Akhirnya saya terima dengan keputusan mereka menolak membantu saya, yang membuat saya marah adalah ketika saya dapat seat di row jalan (aisle) pramugari dan pramugara marah krn mobilisasinya terganggu oleh kaki bayi saya yg terpaksa agak menjulur ke jalan karena posisi tidur. Apakah ini salah kami sehingga pramugara pramugari terganggu mobilisasinya??? silakan saja marah dengan rekannya di counter check in atau marah ke sistem, krn jelas2 saya membayar tiket infant tp dilokasikan di jalan. Saya menyesali sikap crew cabin dan counter Citilink pada perjalanan saya saat itu. Perjalanan ke depan saya akan memilih maskapai lain.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Penerbangan Citilink YOG - CGK","40","Januari 2017","Suka sekali dengan pelayanan citilink yang tidak kalah dengan pelayanan Penerbangan International kelas atas. Dengan ruangan cabin yang nyaman dan crew yang selalu ramah, selalu membuat saya nyaman dan mempercayakan trip saya selalu dengan Citilink. Namun, saya ingin menambahkan perlunya untuk meningkatkan lagi standar keramahan crew dan dalam hal menerapkan disiplinan penumpang di dalam cabin. Crew harus banyak berlatih untuk mengembangkan personality traits terutama dalam tersenyum dan menjawab pertanyaan dari penumpang. Selain itu juga dapa bertindak tegas namun tidak mngesampingkan keramahannya dalam menerapkan tata tertib di dalam cabin","Yogyakarta Region - Jakarta","Domestic","Economy"
"Pesawat yang ramah","30","Januari 2017","Pramugarinya cukup ramah dan kadang berpantun. Sedikit beda namun menghibur. Pesawat ekonomi ini sangat terkenal dengan landingnya yang soft. Sayangnya kemaren ada yang beda, pesawatnya bau seperti bau kaus kaki yang cukup tidak nyaman, padahal sebelumnya tidak. Sepertinya perlu dibersihkan dan diberi pewangi lagi hehe..","Makassar - Surabaya","Domestic","Economy"
"Tenang dan Nyaman","40","November 2016","Maskapai Citilink ini merupakan maskapai yang terjangkau dalam segi harga namun memberikan pelayanan yang maksimal. Senang menggunakan maskapai ini karena take off dan landingnya smooth banget. Jadi nyaman dan merasa tenang.","Batam - Surabaya","Domestic","Economy"
"bantalan kursinya kayak mau lepas","30","Januari 2017","Perjalanan menuju surabaya dari denpasar dengan penerbangan jam 12.15 minggu siang 22 januari 2017, boardingnya sesuai, cuma di pesawatnya lama, mungkin karena cuaca lagi ngga bagus. saya dapat kursi di nomor 23 lorong, ngga nyaman banget karena bantal kursinya serasa mau lepas.","Denpasar - Surabaya","Southeast Asia","Economy"
"Nyaman","40","Januari 2017","Harganya relatif murah dengan service yang bagus dan nyaman. Saya beberapa kali berpergian dengan Citilink dari bandara Halim","Jakarta - Medan","Domestic","Economy"
"Adiknya Garuda :)","40","Februari 2016","Servicenya menyenangkan, bagasi aman sampai tujuan. Hanya sayang inflight mealnya masih harus bayar :)","Bandung - Lombok","Domestic","Economy"
"Nyaman","40","November 2016","Terbang dengan Citilink berasa nyaman kuping anak-anak tidak merasa sakit membuat anak tidak rewel dan enak tidurnya","Padang - Jakarta","Domestic","Economy"
"Harga dan kualitas bagus","40","Juli 2016","saat saya mau pulang liburan dari singapore, melihat harga sg - bdg yang sangat mahal karena sedang libur hari raya. saya memutuskan cari alternatif yg lebih mudah dan murah yaitu melalui batam. dan harga maskapai ini harga sangat murah, fasilitas lumayan ,pelayanan lumayan,","Batam - Bandung","Domestic","Economy"
"harga rendah dan nyaman","40","Juni 2016","pesawat tidak ngaret atau telat, nyaman, dan yg terpenting murah! begitu masuk ke pesawat langsung disambut lagu RAN - dekat di hati. Acnya juga dingin banget, cabin crew nya friendly semuaaa...","Surabaya - Jakarta","Domestic","Economy"
"Pantunnya Menghibur","40","Juli 2016","Saya naik pesawat Citilink untuk menghadiri event Asus Zenvolution 2016 di Bali. Jadwal penerbangannya tepat waktu, lalu pelayanan pramugarinya juga bagus. Yang berkesan adalah pantun yang diucapkan saat akan take off dan landing, cukup menghibur dan ikut melestarikan budaya pantun Indonesia.","Surabaya - Denpasar","Asia","Economy"
"Harga terjangkau dari group maskapai Garuda","40","Maret 2016","Satu dua kali saya menggunakan moda transportasi Citilink ini karena harga terjangkau, namun merasa lebih aman karena Citilink merupakan group Garuda yang dikenal aman dan teliti.Layanan tentu saja sama bagusnya dengan Garuda, namun tak ada snack dan jarak tempat duduk yang lebih dekat dengan tempat duduk di depannya.  Namun sayangnya, meski favorit; Beberapa waktu saya sulit menggunakan moda ini karena jauhnya jarak dari Bintaro ke Halim dimana lebih praktis jika saya ke arah bandara Soetta.","Jakarta - Yogyakarta Region","Domestic","Economy"
"LCC yang Bermutu Tinggi","50","November 2016","Maskapai yang mulai melayani rute pendek ini setelah Batavia menyatakan menghentikan semua kegiatan bisnisnya awal 2013. Tidak tangung-tanggung, semua penumpang yang masih memegang tiket Batavia CGK-TJQ ini bisa langsung menukarkan tiketnya dengan tiket Citillink dengan membayar Rp 5000,- (IWJR) per sektor. Penjualan makanan sudah sangat populer, demikian juga aneka pantun hingga yang jenaka menjadi hal yang menarik.","Jakarta - Belitung Island","Domestic","Economy"
"Lokasi Bandara Halim (flight QG185) lebih dekat dari Pusat Kota","40","Desember 2016","Proses web check-in yang simple, tips untuk mendapatkan kursi longgar di samping emergency windowsyakni maka web-check in sesegera mungkin, dari gate ke lokasi pesawat tidak terlalu jauh, hanya saja untuk jadwal 17.30 akhir akhir ini sudah ada perbaikan jika dibanding sebelumnya yang cenderung sering delay","Jakarta - Surabaya","Domestic","Economy"
"Penerbangan Murah Group Garuda","40","Desember 2016","Di terminal Soekarno Hatta terminal 1C. Mengunakan pesawat Airbus A320-200. Penerbangan murah (budget) anak perusahaan Garuda. Tidak ada class bisnis dan semuanya ekonomi. Tempat duduk kiri kanan tiga tiga. Tempat duduk terbaik di nomor 1 depan dan pintu darurat di nomor 12 dan 14 yang lebih lebar buat kaki dan harus menambah biaya. Awak cabinnya suka berpantun dan mungkin ini ciri khas pelayanan Citilink. Makanan dan minuman bisa pesan dan bayar di tempat. Makanan rata rata 50 ribu, roti 20 ribu dan minuman 15 ribuan. Awak cabin profesional dan sangat membantu. Tiket pesawat sudah termasuk bagasi 20 kg.","Jakarta - Pontianak","Domestic","Economy"
"Cabin penumpang ada bau tak sedap","30","Desember 2016","Pada tanggal 23 Des 2016 saya ada acara ke Surabaya bersama anak perempuan saya, dan pesawat Citilink yang membawa saya ke Surabaya dijadwalkan take off pada jam 7.15 wib dari Bandara Soekarno Hatta Cengkareng. Pada saat saya memasuki ruang cabin penumpang, tercium bau yang tidak sedap dalam pesawat tersebut sehingga sangat mengganggu perjalanan kami saat itu. Mohon diperhatikan kebersihan cabin penumpang. Terima kasih.","Jakarta - Surabaya","Domestic","Economy"
"Maskapai hemat....","40","Februari 2016","Maskapai ini adalah salah satu favorit saya karena harga tiketnya tidak mahal, jika beli jauh-jauh hari sering ada tiket promo. Dan sering tepat waktu. Pelayanan ramah, sama halnya dengan maskapai low cost lainnya tidak ada snack, jika mau makanan bisa beli sendiri karena mbak pramugari akan menawarkan.","Surabaya - Denpasar","Asia","Economy"
"Harga ramah di kantor, pelayanan ramah di hati","40","Januari 2016","boarding dan landing dilakukan tepat waktu. kursi pesawat cukup nyaman. karena memilih kursi di ekor pesawat dimana hanya ada sedikit penumpang, saya mendapat space lebih untuk merenggangkan kami.","Denpasar - Jakarta","Southeast Asia","Economy"
"Overall Good","30","Desember 2016","Citilink menawarkan harga medium untuk kelas penerbangan domestik, pelayanan ramah & co-pilot selalu menginformasikan mengenai perjalanan sehingga memberikan rasa nyaman & aman tersendiri. Hanya ada hal yang cukup mengganggu kenyamanan saat naik pesawat ini dikarenakan iklan/ tempelan yang ada di bagasi kabin membuat maskapai terlihat tidak rapi.","Solo - Jakarta","Domestic","Economy"
"harga budget pelayanan full","50","Desember 2016","pelayanan yang sangat friendly dan selama penerbangan sangat nyaman dan ukuran tempat duduk yang nyaman","Jakarta - Surabaya","Domestic","Economy"
"Penerbangan yang unik disambut dan dilepas dengan pantun","40","Juli 2016","citilink anak dari garuda, tingkat keramahan oke seperti garuda. flight dari halim ke palembang, meski bukan bandara besar tapi okelah","Jakarta - Palembang","Domestic","Economy"
"Pengalaman perdana agak tidak nyaman","30","Desember 2016","Perdana mencoba untuk menggunakan maskapai citilink mendapat kesan yg tidak terlupakan. Take off dengan cuaca hujan deras, namun tidak ada garbarata untuk menuju ke pesawat, hanya di berikan payung. Alhasil pakaian menjadi sedikit agak basah dan hanya di berikan tisu di pesawat. Mendapat penumpang yg duduk di depan begitu berisik, namun pramugari nya hanya diam saja. Ketika landing, pesawat terasa seperti akan rontok. Tidak tau apakah karena cuaca atau pendaratan yang sedikit agak menghempas. Namun, desain pesawat nya unik","Jakarta - Pekanbaru","Domestic","Economy"
"Pantun menarik dan perjalanan yang efisien","40","Juni 2016","Dengan khas Citilink yang membacakan pantun di kabin, dan bisa dibilang efiisen, karena harganya bersaing dan amat murah dibanding maskapai lain. Juga ketepatan waktu yang baik serta waktu terbang yang lebih singkat dibanding maskapai lain menurut saya merupakan benefit yang amat memuaskan.","Makassar - Surabaya","Domestic","Economy"
"Penerbangan Ontime diselingi Pantun","50","Desember 2016","Penerbangan dengan Citilink kali ini terasa berbeda karen diberangkatkan lebih awal dari jadwal, serta diselingi dengan pantun-pantun yang menghibur.","Surabaya - Palembang","Domestic","Economy"
"Pantun Lucu di Udara","40","November 2016","Saya suka sama citilink karena ada yang terbang dari Halim..... alias dekat rumah... trus on time buanget. Tapi yang bikin citilink berbeda adalah pantun2 lucu yang suka dilontarkan awak pesawat pas mau take off maupun landing. Hehehe... suka bikin ketawa sendiri. Masukkan nya cuma satu... kok jarak antara satu tempat duduk dan yang lainnya semakin lama semaki pendek yak...?","Jakarta - Yogyakarta Region","Domestic","Economy"
"penerbangan nyaman dan ontime","40","September 2016","penerbangan menggunakan citilink sangat tepat waktu, dengan pilot dan awak kabin yang ramah serta diselingi pantun jenaka yang membuat hiburan tersendiri bagi penumpang. menggunakan armada pesawat yang baru membuat penerbangan aman dan nyaman. harga yang murah menjadi pertimbangan tersendiri bagi saya","Yogyakarta Region - Jakarta","Domestic","Economy"
"bagus juga kok","40","Mei 2016","saya suka sama citilink,karna satu group dengan garuda, tapi saya menyayangkan karna tidak ada makanan di citilink, dan baju pramugari nya lumayan bagus sih, tapi bagusan garuda indonesia","Bandung - Pekanbaru","Domestic","Economy"
"On-timenya Keterlaluan","40","November 2016","Kami terbang tanggal 18 Nov 2016. Di bandara Soeta, 30 menit sebelum jadwal take off penumpang sudah diminta masuk pesawat. 15 menit kemudian pesawat sudah taxi. Tepat sesuai jadwal 10:15 pesawat benar-benar sudah take off. LUAR BIASA !! Terimakasih Citilink.","Jakarta - Batam","Domestic","Economy"
"Pengalaman Pertama Naik Pesawat","40","Desember 2015","Pengalaman Pertama Naik Pesawat, diberikan kepercayaan kepada Citilink. Wow, awalnya degdeg-an, tetapi sewaktu pesawat sudah di atas, jantung sudah tenang. Menurut saya, pesawat citilink sangat on time dalam pelayanannya, ramah, dan terjangkau.","Pekanbaru - Jakarta","Domestic","Economy"
"Pesawat berangkat tepat waktu","30","November 2016","Secara keseluruhan, terbang menggunakan pesawat Citilink menyenangkan karena keberangkatan tepat waktu, take-off dan landing nya juga mulus, walaupun petugas check-in di bandara bekerja sangat lambat, terutama saat check-in untuk grup travel.","Jakarta - Banjarmasin","Domestic","Economy"
"good experience","50","November 2016","Pengalaman pertama menggunakan citilink, good service, check in cepat dan staff ramah, landingnya mulus Terimakasih management atas pelayanannya Regards Tedi","Jakarta - Lombok","Domestic","Economy"
"Hidangan yang maknyus","40","November 2016","Biasanya naik pesawat termasuk layanan makanan, tapi citilink harus bayar lagi untuk mendapat makanan. Ternyata kuliner citilink cukup beraneka ragam dan rasanya maknyus banget.","Medan - Yogyakarta Region","Domestic","Economy"
"Perjalanan yang menyenangkan","50","Oktober 2016","Perjalanan dengen Maskapai Citilink sangat meyenangkan. Penerbangan ontime. Pramugari dan pramugara yang ramah","Surabaya - Jakarta","Domestic","Economy"
"Penerbangan Nyaman Dengan Citilink","30","September 2016","Penerbangan dengan Citilink cukup nyaman. Sudah ada fasilitas mobile check-in namun tidak bisa memilih nomor kursi. Pelayanan pramugarinya juga baik. Tidak ada media hiburan pada kelas ekonomi. Adanya penjualan produk makanan dan minuman di dalam pesawat cukup membantu bagi penumpang yang membutuhkan dan harganya terjangkau.","Medan - Jakarta","Domestic","Economy"
"On Time!","40","November 2016","Dua hal yang membuat saya suka naik Citilink adalah ketepatan waktu keberangkatan dan ketersediaan tempat keberangkatan di Halim PK. Beberapa kali naik maskapai ini, mereka cukup tepat waktu. Saat landing pun lumayan smooth. Satu hal lagi yang bikin unik adalah pantun di tiap akhir penerbangan. Tapi di luar semua itu, saya lebih pilih Citilink karena bisa berangkat atau pulang lewat Halim yang dekat dengan rumah. Sayangnya belum semua rute bisa terbang/balik dari dan ke Halim.","Denpasar - Jakarta","Southeast Asia","Economy"
"Perjalanan yang tenang dan aman","40","Juli 2016","Pemesanan tiket hingga tiba ditempat tujuan tidak mengalami kendala sedikitpun, awak kabin siap sedia membantu, kursi dan interior kabin cukup nyaman jaraknya / tidak sempit. Recommeded lah kalau mau terbang pakai citilink","Balikpapan - Jakarta","Domestic","Economy"
"LCC MENYENANGKAN DALAM NEGERI","50","November 2016","Sering menggnakan Citilink karena ada pilihan turun di bandara HLP, hal ini sangat memudahkan apabila kami sedang pergi untuk menyelesaikan masalah pekerjaan, jadi begitu turun tanpa waktu yang lama (kalau nggak macet) bisa menuju tempat yang kami maksud.  paling berkesan dengan setiap pantun yang selalu diberikan sangat menghibur","Denpasar - Jakarta","Southeast Asia","Economy"
"Terbang Dengan Alunan Pantun","30","November 2016","Beberapa kali saya terbang menggunakan Maskapai penerbangan ini, awalnya saya tertawa dalam hati tatkala pramugari atau awak kabin memberikan informasi yang di selingi oleh PANTUN, namun ini merupakan ciri khas sapaan dari penerbangan CITILINK. Pesawat yang baru dan bersih serta pelayanan yang ramah. "" Banyak Bebek Berenang ,di Sungai Yang Bening, Awak Senang, Terbang bersama Citilink""...,","Semarang - Jakarta","Domestic","Economy"
"Menyenangkan","40","Januari 2016","Seperti biasanya apabila menggunakan maskapai citilink begitu nyaman dan menyenangkan apalagi pramugari dan pramugaranya yang begitu ramah","Bandung - Denpasar","Asia","Economy"
"Cara pembayaran add request sangat terbatas","30","Oktober 2016","Setelah membeli tiket, biasanya saya langsung chek in melalui webb chek in. Pada proses pemilihan kursi kita harus membayar sesuai posisi yang dipilih. Kemudian meal yang akan kita perlukan saat terbang harus diorder dulu di sini. Apa ga bisa dijual bebas saat terbang, jadi konsumen bisa leluasa. Nah paling susah nih, saat mau bayar disitu ada pilihan pada debit card al.klikbca, klikpay bank lain, tapi kenapa yang muncul hanya danamon dan syariah? padahal di wall nya terpampang bermacam-macam bank.","Jakarta - Solo","Domestic","Economy"
"Pengalaman pertama dengan Citilink yang mengesankan","50","Desember 2015","Penerbangan pertama saya dengan Citilink membuat saya terkesan. Mulai dari Check in yang Cepat, Awak Kabin yang ramah serta membantu dan yang penting armada pesawat yang baru serta bersih membuat perjalanan semakin nyaman.","Jakarta - Padang","Domestic","Economy"
"Ontime","40","September 2016","Maskapai Citilink walaupun termasuk LCC selama ini selalu memenuhi On Time Performance, tepat waktu untuk terbang bahkan pernah mengalami mendarat lebih cepat dari jadwal","Jakarta - Solo","Domestic","Economy"
"Penerbangan murah yang nyaman","40","Oktober 2016","Terbang bersama citilink memang myaman dan harga tiketnya lebih terjangkau, sangat rekomendasi buat traveler yang punya dana pas pasan atau untuk menghemat biaya tiket, pantunnya saat mau terbang sangat menghibur? Mantap pantunnya","Pekanbaru - Jakarta","Domestic","Economy"
"Citilink semakin maju semakin bagus","40","Oktober 2016","Citilink jurusan Solo dari Jakarta pagi hari berangkat dari Juanda. Tepat waktu tak ada delay. Maskapai yang didominasi Hijau segar sekarang semakin baik. Tidak disediakan sarapan pagi namun bagi yang menginkan bisa memesan di dalam pesawat. Variasi makanan cukup banyak. Dari makanan berat seperti Nasi Goreng Ayam Panggang, Spagety saus Bolognaise, Nasi Ulam Empal, Nasi Uduk dll dengan nkisaran harga Rp 50,000,- Makanan snack ringan sekitar @ Rp 20.000,- . Daftar Menu Makanan, Majalah Citilink semua tersedia lengkap. Bahkan Bus shuttle ke dan dari Airport juga tersedia dengan Schedule2 yang telah ditentukan dengan Biaya Rp.40.000,-. Citilink banyak mengalami kemajuan . Betterfly Citilink","Jakarta - Solo","Domestic","Economy"
"Safe trip","40","September 2016","Meskipun flight sedikit delay, tapi flight crew masih tetap ramah dan semangat dalam melayani customer. Pesawat dalam kondisi bagus dan bersih, dan kami landed safely di jakarta.","Medan - Jakarta","Domestic","Economy"
"Penerbangan Lancar dan Tepat Waktu","50","November 2015","Perjalanan menggunakan Airbus A320-200 penerbangan tepat waktu, pesawat bersih dan petugas ramah. Take off dan mendarat mulus di Bandara jakarta Soekarno Hatta. Tidak ada makanan/minuman, namun diudara dijajakan oleh Pramugara/i.","Makassar - Jakarta","Domestic","Economy"
"On time & Safety Landing","40","November 2015","Saya sudah beberapa kali menggunakan maskapai Citlink, yang saya alami adalah selalu on time (Makassar - Surabaya), mendarat aman dan mulus... semoga tetap dipertahankan. Low cost carrier, tidak ada makanan/minuman/snack... tapi untuk penerbangan pendek tidak jadi masalah... bawa minuman botol/snack sendiri saya kira cukup. Yang penting on time dan penerbangan aman dan selamat. Kalau perjalanan panjang sebaiknya gunakan maskapai lain dengan fasilitas yang lebih.","Makassar - Surabaya","Domestic","Economy"
