"title","rating","date","text","route","scope","class"
"murah..nyaman... dan aman","40","Desember 2015","saat itu kebetulan saya dapat promo jogja bali pp dan sangat murah sekali sungguh maskapai yg murah tp tidak murahan karena semua crew dari maskapai ini sangat ramah dan profesional sekali..","Yogyakarta Region - Denpasar","Asia","Economy"
"Maskapai yang mewujudkan impian traveling","40","Oktober 2016","Saya ke Singapura tgl 14 okt 2016 penerbangan qz502....awak kabin ramah. .dan yang paling utama airasia mewujudkan impian saya teaveling ke berbagai negara...malaysia...singapura..Thailand bahkan ke osaka dengan tiket yang sangat sangat terjangkau. .jadi tunggu apalagi. .mau traveling. ? Buka website air asia","Denpasar - Singapore","Southeast Asia","Economy"
"Service Pelayanannya","40","Desember 2015","Saya sudah beberapa kali naik airasia , harga ticket ok , tapi pelayanannya baik dan bikin nyaman selama perjalanan","Denpasar - Jakarta","Southeast Asia","Economy"
"LOW BUDGET NEW EXPERIENCE","40","April 2016","Perjalanan low cost tapi kualitas ga low cost saya pakai air asia semnjak tahun 2013 dan sampai sekarang tidak ada masalah. Karena air asia lah yang memberikan saya kesempatan untuk bisa jalan jalan menjelajah negeri orang, Untuk belajar tentang budaya dan keindahan negara lain.","Jakarta - Bangkok","Southeast Asia","Economy"
"best budget airline","30","Juli 2016","tiket ke bangkok bisa di dapetin cuman 699rb meskipun dari tanggal pembelin sampai keberangkatan ada jarak 6 bulan tapi gapapa yang penting murah. yang bikin kecewa adalah delay 2 jam tapi gapapa dapet makan juga sih. di pesawatnya juga pramugari nya ramah dan pilotnya mulus take off maupun landingnya.","Jakarta - Bangkok","Southeast Asia","Economy"
"JAKARTA-BANGKOK","50","Mei 2016","Sungguh menyenangkan terbang dengan air asia, pesawatnya cukup nyaman dan murah dan penerbangan langsung tanpa transit jadi efisien waktu nya","Jakarta - Bangkok","Southeast Asia","Economy"
"Jogja - Singapura","50","Juli 2016","Makanan nya standar.. kursi juga standar. Makanan sempat tertukar karena petugas kurang teliti dengan list namun saya tidak masalah dan mereka kasih bonus 1 cup kecil air mineral.","Yogyakarta Region - Singapore","Southeast Asia","Economy"
"Menyenangkan","50","November 2015","Penerbangan saya menggunakan air asia pada waktu itu sangatlah nyaman, selain harga yang bersahabat ternyata pelayanannya juga memuaskan, sangat ramah sehingga membuat perjalanan menjadi nyaman. Pada waktu itu pertama kalinya saya naik pesawat, tapi dengan arahan dan petunjuk yang jelas dari teman- teman di air asia sehingga saya tidak merasa kebingungan oleh apapun. good choice deh pokoknya","Jakarta - Denpasar","Asia","Economy"
"Penerbangan pertama dengan Air Asia","50","Desember 2015","First of all, Thank you so much Air Asia. perjalanan dari bandung ke Jakarta sangat nyaman, meskipun harga tiketnya murah. pramugrainya ramah-ramah.","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"Kualalumpur-Jogja","50","Januari 2016","Yang jelas pas di kantong, on time, pelayanan bagus, menu makan di kabin pas di lidah,dan selalu banyak penwaran yang menarik","Kuala Lumpur - Yogyakarta Region","Southeast Asia","Economy"
"PILOT YANG BAGUS","30","Agustus 2016","TATA CARA PILOT TAKE OFF & LANDED SANGAT TIDAK TERASA & NYAMAN.  cabin crew sangat sexy & Ramah Serta sangat Peduli dengan Keselamatan Penumpang","Kuala Lumpur - Medan","Southeast Asia","Economy"
"journey with airasia","50","Agustus 2016","sangat menarik pertama kali naik airasia departure from T2F yang biasa dipakai oleh maskapai Garuda. Semua ontime dari dept time yang waktu itu cgk dps. take off dan landing juga mulus. overall bagus untuk penerbangan ini.","Jakarta - Denpasar","Asia","Economy"
"first trip to Malaysia","40","Januari 2016","Baru pertama kali naik maskapai Air Asia dan pertama kali ke Malaysia,16 januari 2016. menurutku enjoy aja, pramugarinya ramah-ramah,good service, dan ketika take off, landing lumayan mulus,,jadi ingin selalu naik maskapai yg satu ini..god joob Air Asia","Yogyakarta Region - Kuala Lumpur","Southeast Asia","Economy"
"Tidak Membuat Kantong Jebol","30","Juli 2016","Tiket Air Asia tergolong murah, namun pelayanannya tidak murahan. Meskipun ada delay sekitar 30 menit, namun secara keseluruhan saya cukup puas terbang bersama Air Asia.","Bandung - Pekanbaru","Domestic","Economy"
"Peningkatan AirAsia Indonesia","50","Oktober 2016","Penerbangan seharusnya pukul 11:35, namun delay menjadi 11:50 karena pesawat dari jakarta belum mendarat. Pada akhirnya lepas landas pukul 12:57. Hal ini sangat dimaklumi mengingat bukan kesalahan airasia dimana di bandara adisucipto yang sebenarnya merupakan pangkalan TNI Angakatan Udara sedang melakukan acara dalam rangka ulang tahun sehingga landasan di prioritaskan untuk keperluan militer. secara service sangat baik dan awak kabin sangat ramah dan membantu sekali. Kondisi pesawat sangat terawat dan bersih.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Liburan murah dengan Air Asia","50","Januari 2016","Liburan bareng Air Asia bikin kantong aman. Harga murah dan pelayanan nyaman. Kapan lagi naik pesawat dengan harga murah kalau bukan Air Asia maskapainya.. sukses selalu!!","Surabaya - Jakarta","Domestic","Economy"
"Tarif Kaki Lima, Pelayanan Bintang Lima.","50","Juli 2016","Pertama kali saya naik pesawat langsung pilih maskapai AirAsia. Kenapa? Tentu karena harganya yang sangat cocok di kantong 😅 Walaupun AirAsia selalu memberi tarif kaki lima, tapi pelayanan nya tetap bintang lima. Pesawatnya bersih, nyaman, pramugarinya cantik-cantik dan baik tapi tetap tegas. Pengecekan ulang jumlah penumpang dilakukan berkali-kali. Over all, perjalanan pertama saya dengan AirAsia sangat memuaskan 👍👍👍","Jakarta - Denpasar","Asia","Economy"
"Maskapai Yang Suka Memisah Tempat Duduk Orangtua Dan Anak","30","November 2015","Beberapa kali menggunakan Air Asia sebenernya awal2 cukup menyenangkan, cuman beberapa kali terakhir, tempat duduk kami dipisah.. padahal check in bersamaan dan satu nomer bookingan lagi... mau yang internasional waktu itu dari singapore, ataupun yang lokal dari balik ke jkt... Tapi setelah protes ke pramugarinya, kita akhirnya dikumpulin lagi, cuman harus makan waktu lama... masalahnya kan gak enak banget, dipisah sama keluarga gitu...","Jakarta - Denpasar","Asia","Economy"
"Turbulence","40","Juni 2016","Pesawatnya nyaman dan ruang kaki luas, tapi saat mau landing turbulencenya sangat terasa sampai membuat mual semua penumpang","Bandung - Surabaya","Domestic","Economy"
"Penerbangan murah yang memuaskan","50","Agustus 2016","cukup nyaman, pelayanan bagus untuk kelas penerbangan ekonomi. jika anda ingin memilih penerbangan murah dan nyaman, air asia sangat disarankan","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"On time","40","September 2016","Walaupun terbilang tiket penerbangan Airasia bisa lebih murah daripada penerbangan lain, tapi on time.","Jakarta - Denpasar","Asia","Economy"
"Amazing Airlines","50","Mei 2016","Penerbangan murah dengan standard international, berkali-kali terbang menggunakan penerbangan ini dan selalu puas dengan pelayanannya terlebih lagi makanannya enak, kelemahannya hanya pada ketertiban penumpang ketika masuk pesawat.","Jakarta - Singapore","Southeast Asia","Economy"
"Murah namun nyaman","30","Agustus 2016","Penerbangan cukup nyaman, akan tetapi ada beberapa crew yang kurang melayani dengan sepenuh hati, mungkin dikarenakan kelas ekonomi.","Jakarta - Osaka","North Asia","Economy"
"Murah dan Nyaman","40","Juli 2016","Penerbangan menggunakan airasia sangat disarankan. tiket yang murah tidak sebanding dengan pelayanannya. pelayanannya sangat bagus dan sangat jarang delay lebih dari 2 jam.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Soulmate para Backpacker","50","April 2016","Saya sering menggunakan maskapai ini. Maskapai dengan harga tiket yang selalu bersahabat, dengan pelayanan yang baik, makanan yang enak dan murah. membuat saya ingin lagi dan lagi menggunakan maskapai ini.","Jakarta - Singapore","Southeast Asia","Economy"
"Maskapai Sejuta Umat","50","Februari 2016","Terbang ke bali menggunakan AA pertama kali menyenangkan, mulai dari pramugara/i yang ramah dan sopan, petunjuk yang diberikan juga mudah di mengerti dan praktekan, harga yang murah dan kualitas yang terjaga akan memberikan kesan tersendiri bagi penumpang nya, cukup puas untuk terbang pertama kali menggunakan Air Asia, semoga akan lebih baik lagi dari sebelumnya..","Jakarta - Denpasar","Asia","Economy"
"HATI-HATI DENGAN KOPER YANG MASUK DI BAGASI","30","September 2016","Kami terbang dari Jakarta ke Osaka menggunakan AirAsia via Kuala Lumpur. Sesampainya kami di Osaka, 2 koper rombongan kami yang satu pecah di bagian bawah dan yang satunya pegangannya patah. Kami tidak terpikir sama sekali untuk claim bagasi pada waktu itu.  Tidak habis pikir bagaimana koper yang lumayan kuat itu bisa sampai berlubang di bagian bawah sehingga tidak bisa berdiri.  Sepulang dari Osaka, ternyata koper saya pun pecah, dan itu saya ketahui saat sudah berada di rumah.  Jika mau berangkat dengan air asia pastikan anda menggunakan koper yang kuat","Jakarta - Osaka","North Asia","Economy"
"Best Budget Airlines","40","Mei 2016","Untuk kelas budgeting airlines, AirAsia menurut saya yang terbaik. Kemana-mana, saya pasti memprioritaskan memakai maskapai ini. Dengan harga yang murah, malah saya sering dapat tiket promo harga dasar Rp. 0, Airasia telah membawaku ke berbagai daerah di Indonesia, Asean, hingga Jepang. Terima kasih AirAsia.","Jakarta - Osaka","North Asia","Economy"
"Kualitas terdepan dikelasnya","40","Oktober 2015","Air asia menurut saya menjadi yang terdepan untuk ukuran maskapai low cost, kebersihan pesawat menjadi poin utama perhatian saya untuk masalah kenyamanan dan air asia menjawab semua itu. pelayanan ramah menjadi salah satu poin plus bagi saya untuk menjadi penikmat penerbangan low cost","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Free Ticket, Awesome Flight","40","Juli 2016","Penerbangan yang seru, nyaman dan ontime untuk sekelas Penerbangan Low Cost. Apalagi saya terbang dengan Tiket gratis yang diberikan Air Asia satu tahun yang lalu. Heuumm,,,, my dream come true untuk bisa terbang ke negara yang lain selain Timor Leste. Hahaha.... Overall.... Ais Asia Thank You and I Love You So Much....","Jakarta - Singapore","Southeast Asia","Economy"
"Murah dan A Dream Maker","50","Mei 2016","Satu yang pasti, murah dan pelayanan cepat. Tidak pernah bermasalah dan jarang sekali delay. Dengan adanya air asia, bisa keliling dunia dengan murah. Thanks Air Asia!","Surabaya - Bangkok","Southeast Asia","Economy"
"Tidak pernah mengecewakan","50","Januari 2016","Saya berpergian menggunakan AirAsia Indonesia baru sekali yaitu awal tahun 2016. tapi saya merasakan pelayan AirAsia Indonesia itu sangat nyaman, semua ramah, tidak jutek. Ketika kamu kesusahan mereka akan senang hati membantu.Harganya juga bersahabat,meski murah,AAI sangat profesional dan tidak murahan.Saya sangat suka AAI, bulan depan saya berencana pergi ke Malaysia lagi menggunakan AAI. Sangat reccomended.","Medan - Kuala Lumpur","Southeast Asia","Economy"
"Terbang ke LUAR NEGERI GRATIS!!!","40","September 2016","Terbang ke luar negeri GRATIS!!, Bahkan untuk PULANG-PERGI!! Tentu saja cuma AIR ASIA yang bisa begini. Penerbangan ke berbagai negara lain dengan harga murah juga bisa di dapatkan. Pilih tujuan Ana ketika ada berbagai macam PROMO yang menarik dari AIR ASIA, dapatkan keuntungan dan dapatkan tiket murah","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"Great experience","50","September 2016","Ga salah menjadi maskapai biaya murah terbaik, sangat tepat waktu. Handle penumpang sangat cepat dan ramah saat memasuki pesawat. Penerbangan sangat nyaman.","Denpasar - Jakarta","Southeast Asia","Economy"
"Perjalanan promo airasia dengan pelayanan eksekutif","50","Agustus 2016","Selalu Senang mengunakan penerbangan pesawat airasia ketika kita tiba di pesawat udara didalam pesawat selalu di refresh dengan pelayanan dari pramugari yang ramah walaupun pada saat itu saya tidak menunjukkan tiket pesawat saya sewaktu masuk pesawat. pramigari tetap mengingatkan ""akan pergi ke KL kan bu"" demikian Sapanya agar saya tidak salah menaiki pesawat. keadaan pesawat selalu bersih dan terawat sehingga sungguh nyaman duduk didalam walaupun saya duduk di bangku ekonomi. terima kasih airasia.......","Medan - Kuala Lumpur","Southeast Asia","Economy"
"Murah dan nyaman, perjalanan yang sangat menyenangkan","50","Agustus 2016","Penerbangan pagi yang sangat menyenangkan, pelayanan yang diberikan cukup memuaskan, apalagi pramugari dan pramugara yang ramah. Kursi nyaman disertai dengan ruang kaki yang cukup lega. Inflight magazinenya pun sangat menghibur, dengan tema yang anak muda banget tapi bisa dinikmati pembaca yang lebih dewasa. Meskipun saya belum sempat membeli makanan, namun saya akan mencobanya di penerbangan berikutnya.","Jakarta - Surabaya","Domestic","Economy"
"On time schedule","50","April 2016","Penerbangannya selalu on time, terlebih lagi terbantu dengan check in on line seminggu sebelum Penerbangannya.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Penerbangan yang menyenangkan","40","April 2016","perjalanan yang menyenangkan bersama Air Asia Indonesia. Cabin crew yang ramah menjadikan penerbangan semakin menyenangkan.","Yogyakarta Region - Jakarta","Domestic","Economy"
"Penerbangan Murah tanpa rasa kecewa","30","Maret 2016","Walaupun notabene termasuk penerbangan murah dan berkompetisi dengan singa. namun pelayanannya memuaskan. dengan penerbangan murah tersebut Air Asia dapat membuktikkan bahwa penerbangan murah tak selalu mengecewakan. selalu On Schedule. jika ada keterlambatan pun mereka memberikan kompensasi yang sepadan. pesawatnya pun bagus Landing juga enak.","Medan - Yogyakarta Region","Domestic","Economy"
"almost ontime","40","Desember 2015","LCC bukan sembarang LCC, ground time cepat, boarding trus pushback. ruang kaki lega dan kursi nyaman.","Denpasar - Bandung","Southeast Asia","Economy"
"Penerbangan yang aman n nyaman n tepat waktu","40","Agustus 2016","Ketika naik pesawat ini terasa semangat membakar dengan warna merah yang dominan di dalam kabin pesawat, penerbangan ke Surabaya terasa nyaman, aman n tenang sehingga tidak kerasa lama. Awak kabin yang sopan dan cekatan, karena ada awak kabin laki laki dan perempuan yang imbang komposisinya. Ada jualan cinderamata khas Airasia yang mengemaskan ingin segera membelinya dan memilikinya. Tawaran pembelian makanan kecil yang sopan dan santun. Ingin terbang lagi bersama Airasia di lain waktu, in sya Alloh.","Jakarta - Surabaya","Domestic","Economy"
"Makanan air Asia membuat 'kangen'","30","Juli 2016","Biasanya perjalanan ke Bali banyak saya lewati dengan Air Asia. Tarifnya sangat ekonomis. yang paling menyenangkan kita bisa pesan berbagai makanan kesukaan. menunya tersedia cukup banyak kalo kita pesan sebelumnya, dari nasi Kuning, Nasi Lemak Palembang, Nasi Hainam dll. Rasanya enak , nikmat dan selalu dihidangkan panas. Makanan, salah satu daya tarik untuk menggunakan Air Asia.","Jakarta - Denpasar","Asia","Economy"
"Penerbangan yang menyenangkan dengan menggunakan AirAsia","40","Februari 2016","Saya naik AirAsia dari bandara soekarno hatta menuju ke surabaya, pelayanan selama di pesawat cukup baik, dan juga pelayanan dari pramugari nya sangat ramah, saya rekomendasikan untuk anda yang ingin berpergian menggunakan pesawat dengan harga yang terjangkau","Jakarta - Surabaya","Domestic","Economy"
"Penerbangan ku yang menyenangkan♥♥","40","Oktober 2015","Sesungguhnya saya terakhir terbang menggunakan maskapai Air Asia pada mei 2014. Pertama kali terbang bersama Air Asia sungguh menyenangkan. Penerbangan murah dengan pelayanan yang baik. Saya sungguh menikmati perjalanan saya. Pramugari dan pramugara yang sungguh ramah. Makanan yang di tawarkan di dalam penerbangan juga enak, murah, dan sesuai dengan yang ada di gambar. Pokoknya tidak mengecewakan.","Hong Kong - Kuala Lumpur","Southeast Asia","Economy"
"Penerbangan luar negeri paling MURAH","50","September 2016","Penerbangan paling murah yang saya dapatkan hingga bisa ke negeri Sakura dengan harga Rp 2.870.000 sudah termasuk pulang-pergi. Harga ini tentunya didapat dengan promo dari pihak maskapai AIR ASIA. Jika Anda mencari tiket dengan maskapai lain tentunya harganya sangat mahal yang harganya bisa mencapai 5x lipat. Terima kasih banyak AIR ASIA,. Thank you..","Surabaya - Osaka","North Asia","Economy"
"Untuk sekadar perjalanan singkat, maskapai ini juara !","50","Agustus 2016","Tidak jarang memang saya naik pesawat AirAsia Indonesia (QZ). Saya ulas pengalaman saya yang TERBARU, karena kalau dijabarkan semua jadi novel karena sering banget haha.  Saya senang dengan konsep LCC dan no-frills yang dibutuhkan oleh penumpang, dan segala kemudahan yang diberikan, seperti web-check in yang tentunya saya tidak perlu antre terlalu lama di mesin self-check in, karena saya sudah verifikasi dari rumah sehingga tidak perlu khawatir terlambat atau antre terlalu lama.  Berangkat (pada saat itu) masih di Terminal 3 lama, fasilitas so so, tidak terlalu ada pilihan sebelum boarding.  Pesawat AirAsia biasanya parkir di remote stand (di T3), jadi penumpang harus menggunakan bus terlebih dahulu, tapi saya senang karena dapat melihat pemandangan. Pesawat pun tergolong baru Airbus 320, leg room yang agak luas dibanding tetangga sebelah, dan servis yang lumayan, serta profil penumpang yang naik rata-rata berkelas dalam arti tidak kampungan, sehingga saya senang menggunakan pesawat ini. Saya rasa, jika dia menang penghargaan Skytrax berturut-turut, saya tidak heran.  AirAsia (keseluruhan) ini paling bagus dalam segi online, check in mudah dan nyaman dari komputer atau pun telepon, dengan sarana pendukung di bandara yang mendukung sekali, pemesanan dan reservasi online simpel, manage my booking pun juga simpel. Pokoknya OKE lah ! BEST !","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"chek in mandiri","40","Mei 2016","Waktu mau chek in di loket check in antrinya panjang banget, untung ada staf airasia yang memandu untuk check in mandiri di mesin check in bandara, sehingga gak perlu antri lagi","Denpasar - Jakarta","Southeast Asia","Economy"
"BEST LCC","50","Juli 2016","Ontime no delay. servicenya baik untuk ukuran LCC. harganya cucok pol. Makanan on boardnya enak. Nasi minyak Palembangnya recommended banget. Mulai dari ground crew sampe cabin crew best deh pokoknya.","Surabaya - Denpasar","Asia","Economy"
"Low budged mahasiswa","40","April 2016","maskapai low budget yang sangat cocok bagi mahasiswa ini dapat menjangkau perjalanan jarak pendek dengan harga yang memuaskan. walau hanya 1 jam perjalanan tetapi harga dapat bersaing dengan transportasi lainnya dengan rute jakarta-jogja.","Jakarta - Yogyakarta Region","Domestic","Economy"
"Penerbangan Menyenangkan dan Landing yang mulus","50","Agustus 2016","Saat berlibur kemanapun itu air asia selalu menjadi prioritas, semua pelayanan dan staff sangat ramah, satu yang selalu saya memilih airasia yaitu saat landing sangat mulus.","Yogyakarta Region - Denpasar","Asia","Economy"
"penerbangan menyenangkan bersama Air Asia","40","Juli 2016","ini adalah pertama kali saya pergi ke luar negeri dan pertama kali menggunakan Air Asia, cocok sekali untuk yang punya budget minimum yag ingin memaksimalkan budget pada destinasi wisata","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"RIBET BANGET KALO MAU GANTI NAMA...","20","Agustus 2016","untuk pembelian melalui air asia big poin...aduhhh ribet bangettt. trus kalo komplain musti nelpon dengan pulsa mahal dan harus menunggu lamaaa jika sedang dalam antrian. kemudian saat petugas mengecek email, kita harus menungggu lagi...kesaaal banget. kenapa gak anda yg telfon kami saat kami ada masalah perubahan ejaan nama? ketaraa banget air asia nyari tambahan dana dari pulsa penumpang yg refund or complain..","Jakarta - Denpasar","Asia","Economy"
"Maskapai murah, pelayanan menyenangkan","40","Oktober 2015","Berkali kali menggunakan maskapai ini, tak pernah sekalipun mengecewakan. Mulai dari maskapai ini di lcct hingga skrng di klia 2. Pelayanan dan Service terhadap penumpang semakin baik. Begitu juga pengalaman berurusan dg costumer Service. Selalu tertolong, baik dalam hal pemindahan jadwal penerbangan, perbaikan nama penumpang dan hal hal lainnya.","Pekanbaru - Kuala Lumpur","Southeast Asia","Economy"
"Harga Promo","40","November 2015","Saya mendapat nomor kecil ketika naik maskapai ini. Senderan kepala berwarna merah, beda dengan kursi di belakang, yang senderan kepalanya berwarna hitam. Saya tidak tau apa bedanya. Secara umum, pelayanan ok, sesuai dengan ekspektasi. Harus memesan makanan selama perjalanan yang memakan waktu hampir 2,5 jam. Perjalanannya sendiri lancar, dengan gerimis tipis sewaktu hendak mendarat. Secara umum, ok.","Jakarta - Kota Kinabalu","Southeast Asia","Economy"
"STATUS REFUND TIKET TIDAK ADA PERTANGGUNG JAWABAN !!!","10","Juli 2016","Berhati hati saat melakukan refund di AIR ASIA status refund tidak ada pertanggung jawaban bagaimana tidak . saya yang niatnya melakuakan penerbangan juli 29-31 juli dan pembelian saya lakukan pada tanggal 27 juli. tetapi saya salah melakukan pembeliin tiket pesawat saat membeli di traveloka , saya malah membeli tiket penerbangan pada tanggal agustus 29 - 31 agustus . maka tidak pikir lama saya langsung melakukan REFUND tiket AIR ESIA tersebut karena saat inggin dilakukan perubahan jadwal itu tidak bisa di lakukan, makanya saya melakukan REFUND tiket saya dan sampai detik ini Uang REFUND tersebut belum juga saya dapatkan . dan saya pun sudah mengubungi lebih dari 9 kali dan itu saja menggunakan tarif hp 1x telepon saya habis 45 ribu . dan sampai saat ini detik ini mereka hanya bilang ini sedang proses ini sedang proses . itu adalah kata kata yang saya dengar saat 2 minggu pertama saya telepon , sampai saat ini hanya itu saja yang saya dengar sampe sekarang . kesal ? bangettt , keki ? bangettt semoga ga ada lagi yang salah melakukan refund tiket buat maskapai tersebut . padahal paskapai lain hanya dalam waktu 3 hari semua uang yg di Refund langsung kembali . tapi kenapa paskai ini seperti itu . semoga tak ada yang salah langkah ya all untuk melakukan setatus refund tiket di AIR ASIAAAA .. !!!","Jakarta - Denpasar","Asia","Economy"
"Maskapai Low Budget Good Price","50","Juni 2016","pelayanan bagus, check in lewat website dan ga perlu ngantri, harga murah banget dibanding maskapai lain","Jakarta - Bangkok","Southeast Asia","Economy"
"Maskapai Budget pilihan para budget traveller","40","Agustus 2016","Sesuai dengan tagline nya ""now everyone can fly"" menjadikan maskapai ini jadi salah satu primadona para pejalan yang ingin bepergian cepat ke lokasi lokasi wisata ternama dengan biaya yang tidak seberapa. Harga tiketnya memang cenderung selalu lebih murah, namun berimbas kepada terbatasnya fasilitas yang akan kita dapatkan, yakni tidak ada fasilitas free bagasi, tidak ada free makanan/minuman, dan tidak ada fasilitas hiburan selama perjalanan. Namun secara keseluruhan, pelayanan yang mereka berikan cukup baik, untuk kelas LCC mereka salah satu the best in the world versi skytrax selama beberapa tahun berturut turut.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"LCC airlines yang baik","30","Agustus 2016","Ini menjadi penerbangan kedua kalinya menggunakan AirAsia tapi kali ini keluar negeri. Sudah bersiap dengan perjalanan 3 jam ke bangkok dengan kursi yang sempit dalam bayanganku. Tapi yang saya rasakan justru berbeda, setelah check in dan boarding kursinya ternyata tidak terlalu sempit. Pramugari/a juga melayani dengan ramah. Saya pesan makanan asian fried rice with chicken satay and taste well. over all this flight feel good.","Jakarta - Bangkok","Southeast Asia","Economy"
"Harga OK sesuai harga","30","September 2015","Terbang bersama air Asia terbilang cukup nyaman untuk perjalanan yang membutuhkan waktu sekitar 3-4 jam, kursi di pesawat tidak begitu lebar umumnya seperti pesawat nasional lainnya, pelayanannya pun baik, bisa membeli makanan di pesawat yang cukup beragam, kebersihan Pesawatpun terbilang cukup oke. Kalau yang menginginkan penerbangan murah air Asia bisa dijadikan pilihan.","Jakarta - Bangkok","Southeast Asia","Economy"
"New system, poor service!","20","Agustus 2016","Sistem baru dengan self check-in counter patut diapresiasi. Penumpang harus meletakan tag/receive dibagasi sendiri, hei mana tong sampah untuk tag lama yang harus dibuang! Efisiensi tidak harus membuat penumpang merasa dikerjai karna telah membayar mahal karna singapura adalah negara termahal untuk harga tiket Airasia harusnya diimbangi dengan pelayanan yang baik karna banyak petugas yang hanya berdiri saja atau terduduk, sekarang penumpang yang mengerjakan tugas mereka, semoga nanti penumpang tidak disuruh mengirim bagasi sendiri ke pesawat!","Singapore - Bandung","Southeast Asia","Economy"
"Great Maskapaiii","40","Oktober 2015","Boardingnya on time walaupun peak season, bagus buat traveller yang pengen nyantai tp tetep On Time. Harga tiket sangat terjangkau apalagi kalo dapet promo. Hari ini anak muda yang belom kerja tetep bisa menyalurkan hobi. Pengalaman menakjubkan bersama Air Asia!!","Yogyakarta Region - Jakarta","Domestic","Economy"
"Murah dan Nyaman","50","April 2016","Air Asia adalah maskapai LCC, namun bukan berarti kualitasnya buruk. Hal ini di buktikan setelah saya naik Air Asia beberapa kali. Dari jadwal penerbangan yang tepat waktu, pelayanan yang baik, dan jarak antara kursi pun lebih lebar sehingga saya bisa terbang dengan nyaman.","Denpasar - Yogyakarta Region","Southeast Asia","Economy"
"The Best Budget Trip Experience !","50","Agustus 2016","Saya sudah berulang kali menggunakan Air Asia, penerbangannya selalu nyaman! Meskipun kemarin sempat delay 1 jam ketika penerbangan balik, namun mereka mengkomunikasikannya dengan baik. Dibandingkan penerbangan lain yang pernah mengisyaratkan akan mendarat secara mendadak, tentunya Air Asia menjadi pilihan terbaik jika anda hendak bepergian secara instan. :)","Jakarta - Denpasar","Asia","Economy"
"Murah Tapi Aman dan Nyaman","50","Juli 2016","Dibandingkan dengan maskapai lain,harga yg saya dapatkan di Air Asia adalah yang termurah,selain itu jadwal penerbangan juga paling nyaman dengan tidak terlalu pagi atau terlalu malam. Check In sangat mudah,apalagi dibantu dengan mesin checkin sehingga proses penitipan bagasi tidak memakan waktu sampai 5menit. Dalam penerbangan,harga makanan (padahal saya tidak memesan terlebih dahulu) jauh lebih murah dari yang saya duga. Tapi yang paling berkesan adalah profesionalitas kru kabin yang menimbulkan rasa aman. Pada saat akan memasuki Bandara Husein saat itu kapal menembus gumpalan awan pekat sehingga menimbulkan turbulensi terparah dan terlama yang pernah saya alami sampai tubuh melayang dari kursi,semua penumpang berteriak dan histeris. Akan tetapi pilot mengambil tindakan teknis yang tepat sehingga turbulensi tidak berkelanjutan dan kami semua selamat sampai tujuan.Kelihatannya pesawat yang digunakan Air Asia memiliki maintenance yang baik sehingga durabilitas pesawat terjaga dengan baik. Selain daripada itu para kru kabin juga bersikap tenang ,sigap dan profesional juga sehingga para penumpang yang tadi nya panik dengan cepat kembali tenang bahkan bisa bercanda. Baggage claim juga sangat cepat,lebih cepat dari antrian imigrasi sehingga ketika imigrasi beres,koper cepat keluar sehingga tidak mengantri lama (tahu sendiri kan tempat baggage claim bandara Husein sangat sempit sehingga bila mengantri lama sangat tidak nyaman)","Kuala Lumpur - Bandung","Southeast Asia","Economy"
"17 Agustus di pesawat","30","Agustus 2016","Ada kejutan dalam pesawat kali ini, ada games dari pramugara-pramugari, ada acara foto-foto, ada acara menyanyikan lagu 17 Agustus. Baru kali ini naik pesawat ada pramugara yang menyanyi menghibur penumpang pesawat.","Jakarta - Bangkok","Southeast Asia","Economy"
"walaupun berpredikat LCC, Air Asia tetap terdepan didalam layanan","40","Agustus 2016","Air Asia memang LCC airline, tapi tetap ok,mulai dari pesawat yang masih baru,jarak duduk kekursi depan sangat memadai,pelayanan sangat baik,awak pesawatnya sangat membantu sehingga segala sesuatu tidak berbeda dengan airline yang bukan LCC, yang paling menyenangkan terbangnya selalu tepat waktu","Jakarta - Bangkok","Southeast Asia","Economy"
"Easy Web Check-in","40","Juni 2016","Ternyata beda yaaa craft yang digunakan untuk domestik dengan international flight. Ekspektasi saya sih biasa aja karena udah pernah terbang dengan Airasia domestik paling ya gitu-gitu aja. Tapi ternyata beda hihihiii.....apalagi terbang pertama kali dengan anak-anak pinginnya anak-anak nyaman. Dan web check-in itu membantu sekali kalo kita pergi sama anak-anak, at least meminimalisasi waktu pada saat check-in bagasi. Makanan dan minuman oke. Kabin staf nya ramah dan friendly, mereka sigap membantu begitu melihat saya agak repot memasukkan bagasi kabin.","Jakarta - Singapore","Southeast Asia","Economy"
