title,rating,date,text,route,scope,class
Delay lebih dari 3 jam,30,Apr-16,"Tgl 25 April 2016 penerbangan saya dari Pekanbaru tujuan Palembang (transit Batam) mengalami Delay yang sangat lama, dari Pekanbaru -Batam dengan nomor penerbangan JT-234 delay sekitar 2 jam karena cuaca di Pekanbaru tidak mendukung & dari Batam -Palembang dengan nomor penerbangan JT-247 delaynya lebih dari 3 jam seharusnya menurut jadwal sampai di Palembang jam 18.10 menjadi sekitar jam 22.00, tidak ada informasi yang pasti dari petugas Lion Air mengenai delay & & untuk menenangkan penumpang kami hanya diberi makanan nasi kotak seadanya, sesuai dengan harga tiket yang saya beli.",Pekanbaru - Palembang,Domestic,Economy
Lion Air no. 1 ... dalam hal delay nya,20,Februari 2016,"Si raja delay! 80% penerbangan saya dengan Lion di delay, bahkan ada yang delay sampai 3 jam. Jadi apabila ingin terbang dengan Lion, siap2 aja cadangkan waktu beberapa jam untuk kemungkinan besar delay nya. Jangan pakai Lion, apabila ketepatan waktu sangat penting untuk perjalanan anda. Lebih baik keluar duit sedikit lebih banyak lagi dan menggunakan maskapai yang lain apabila tersedia.",Jakarta - Denpasar,Asia,Economy
Pesawat panas penumpang tidak boleh turun,20,Mei 2016,"Jadual pesawat sebenarnya on time namun saat terjadi perbaikan pesawat saat semua penumpamg sudah di dalam kabin & tidak diijinkan untuk turun , sangat terasa kalau AC pesawat bermasalah sehingga suasana di kabnin pengap & panas. Mengapa penumpang tidak diminta menunggu di ruang tunggu?",Jakarta - Ambon,Domestic,Economy
nyaman sayang delay,30,Februari 2016,"penerbangannya sebenarnya nyaman meski sedikit terganggu dengan cuaca buruk. hanya sayangnya delay keberangkatan lama sekali, lebih dari 1 jam. dan saya merasa kurang sekali info mengenai keterlambatan ini. yang terpenting selamat sampai tujuan",Semarang - Surabaya,Domestic,Economy
Lion on time,30,Mei 2016,"Bila akan bepergian mendadak,ini merupakan maskapai yang bisa dipilih.Tapi kalau terbang dengan lion selalu deg-degan takut delay yang bisa merusak semua acara. Kebetulan penerbangan yang saya naiki on-time",Jakarta - Palembang,Domestic,Economy
Murah tapi selalu DELAY,30,Mei 2016,"pada saat tgl 5 , kami memilih naik lion dgn penerbangan sekitar jam 3 agar sampai di tujuan tidak terlalu malam, sehingga masih dapat menikmati suasana sore hari di Surabaya, ternyata pesawat delay, dan menurut informasi, pesawat kami di gunakan utk menerbangkan rute Surabaya di atas jam kami, sehingga penumpang marah2, krn jika itdak didesak, para petugas Lion di bandara tidak memberikan pengumuman, akhir kami berangkat jam 6 sore....klu tau begitu, lbh baik kami menggunakan maskapai lainnya, benar2 membuang waktu kami berlibur....",Jakarta - Surabaya,Domestic,Economy
Kadang Biasa aja... Kadang mengecewakan,30,Mei 2016,"Saya Melakukan trip ini baik rute Yogyakarta - Pangkalpinang via Jkt ataupun Batam  dan menurut saya secara pengalaman terbang kita harus banyak siap mental, karena antrian untuk check in, ataupun drop bagasi, masuk pesawat dan yang paling parah adalah ujian ketika harus berpindah gate di CGK ketika akan boarding. Sangat menyusahkan  Kebersihan kabin pesawat saya rasa juga kurang terbukti dengan di temukannya banyak sampah di kantung kursi saya... seperti tidak di bersihkan  hal lain adalah saya menemukan banyak Pramugari/a yang kurang peduli baik dari segi keramahan maupun safety. saya tidak melihat ketegasan pramugari/a dalam hal safety, saya jarang melihat FA yang menegur dengan tegas tapi santun misalnya untuk membuka penutup jendela ketika take off / landing  hal lainnya adalah maskapai ini sudah sering dan identik dengan delayed, siap siap uji kesabaran kalau naik si singa angop ini  positif nya dari maskapai ini, harga cukup murah dan terdapat banyak rute yang menghubungkan indonesia",Pangkalan Baru - Yogyakarta Region,Domestic,Economy
"Kerenns.... Lion Air, konsisten dengan image delaynya..........",10,Mei 2016,"Two thumbs up untuk Lion, karena tetap bisa mempertahankan image delay nya, Tetap berjaya ya Lion. Tetap delay ya... tetap berikan penumpang roti keras alakadarnya demi sebuah Image yg telah kau bangun ini..... pokoknya, Lion Ruaaar Biyasa......",Jakarta - Batam,Domestic,Economy
Terbang dengan pesawat delay,30,Mei 2016,Saya terbang pada tanggal 04 May tujuan dari Jakarta ke Denpasar yang seharusnya pukul 18.55 karena delay dan bandara bali sedang dalam perbaikan sehingga kami terbang pukul 21.00 cukup lelah untuk penerbangannya akan tetapi harga lumayan terjangkau. Mungkin bisa di perbaiki untuk standart operasionalnya terkait dengan delay tersebut sehingga menjadi penerbangan on time.,Jakarta - Denpasar,Asia,Economy
Ngaret,30,Mei 2016,"Terlambat 15 menit. Check In counter terlambat buka. Pesawat lumayan bagus 737-800NG Masuk pesawat harus jalan kaki naik turun tangga manual SEBAIKNYA web check in tersedia mulai saat selesai pemesanan tiket. Karena apabila di daerah dengan jaringan internet bermasalah, sangat sulit untuk web check in.",Pontianak - Jakarta,Domestic,Economy
Maskapai yang mengecewakan,10,Maret 2016,"Saat saya akan meninggalkan Surabaya menuju Lombok pelayanan yang diberikan oleh pihak maskapai Lion sangat merugikan dan mengecewakan saya. Pada saat itu jam belum menunjukkan boarding time, tetapi mereka sudah melakukan Last Call kepada saya dan teman saya. Pengalaman yang sangat mengecewakan.",Surabaya - Lombok,Domestic,Economy
Peru MEMPERBAIKI dalam SEGALA ASPEK,10,Apr-16,"Sangat - sangat buruk sekali , Proses check in yang kacau tidak teratur , air crew yang tidak mau membantu mengantarkan penumpang ke kursinya , bahkan ada penumpang wanita tua tidak di bantu memasukkan barang bawaannya ke cabin storage .  Sangat tidak ramah , terkesan sangat tidak mempedulikan kenyamanan para penumpang .  yang lebih parah lagi , pada saat sebelum boarding salah satu penumpang turis jepang yang bisa berbahasa Indonesia , sempat mendapatkan perkataan yang kasar dan tidak pantas untuk di ucapkan oleh salah satu ground staff Lion air , karena dia pikir penumpang Jepang tersebut tidak bisa berbahasa Indonesia.",Makassar - Kendari,Domestic,Economy
Most Definitely You'll Got Delayed.,30,Maret 2016,"Kalau pilih Lion Air, harus siap untuk kena delay. Sudah hampir dapat dipastikan selalu delay, dari 5 penerbangan yang berbeda hanya 1 kali penerbangan saya berjalan tepat waktu.  Pelayanan sesuai harga yang dibayarkan, customer service kadang sedikit rude, petugas di airport mudah tersinggung. Tapi menawarkan lebih banyak opsi jadwal penerbangan dibandingkan penerbangan lain, cocok untuk backpacker yang tidak mengejar waktu. Pesawat terlalu dingin AC nya, kadang terasa menusuk sampai ke tulang (Bawalah jaket/kaos kaki)",Denpasar - Bandung,Southeast Asia,Economy
Muraah,20,Februari 2016,Harga yang murah untuk tiket srg-cgk. Selain itu juga tersedia berbagai pilihan waktu penerbangan. Cuman sering delay,Semarang - Jakarta,Domestic,Economy
Lion Air tidak selalu delay,40,Apr-16,"Selama ini kita sering mendengar bahwa penerbangan dengan menggunakan maskapai yang satu ini adalah : DELAY, ternyata dengan penerbangan yang saya lakukan beberapabulan terakhir ini terasa berbeda karena dengan jadwal yang cukup tepat waktu.",Palembang - Jakarta,Domestic,Economy
Mulai ada perubahan,40,Apr-16,"Sempat ragu-ragu memilih terbang dengan lain air, karena beberapa tahun lalu, berkali-kali naik lion air selalu delay....namun kali ini penerbangan surabaya jambi transit jakarta berjalan dengan sangat baik. On time dan pelayanannya juga baik. Hanya, baik di sbh maupun jakarta, tidak ada fasilitas garbarata, juga posisi pesawat tidak di gate tunggu yg telah ditentukan, sehingga penumpang harus berjalan jauh, turun tangga menuju parkir pesawat, lalu naik lagi menuju pesawat. Lebih parah lagi yang dari jakarta, naik bus sangat jauh. Hal lain yang menganggu, saat menunggu di pesawat sebelum terbang (mulaia dari naik sampai benar2 terbang antara 45 menit -1 jam15 menit), kondisi didalam pesawat sangat panas, benar2 tidak nyaman. Pengalaman ini tidak saya temui di pesawat lain sekalipun pesawat yang low cost. Setelah pesawat lepas landas, baru AC mendingin.",Surabaya - Jambi,Domestic,Economy
Tepat waktu untuk penerbangan ini,40,Apr-16,"Penerbangan kali ini bersama Lion Air, cukup nyaman, ketepatan waktu takeoff dan landing terbilang sesuai jadwal.",Yogyakarta Region - Bandung,Domestic,Economy
Penerbangan yang relatif murah,30,Februari 2016,Maskapai ini menyediakan harga yang murah dan terjangkau. sesuai dengan harganya. pelayanan standart seperti maskapai penerbangan lainnya. beberapa kali mengalami keterlambatan. namun hal itu merupakan hal yang wajar dalam dunia penerbangan.,Jakarta - Solo,Domestic,Economy
Penerbangan Murah,30,Maret 2016,"sering jadi pilihn karena murah , dan banyak frekuensi penerbangan serta tujuan, cukup nyaman meskipu murah, walaupun beberapa kali dilaporkan serung terlambat, namun penerbangan kali ini on time dan lancar",Palangkaraya - Surabaya,Domestic,Economy
kapok,20,Desember 2015,"ac mati selama didarat, baru nyala acnya setelah 5 menit di atas. ngeri aja pas mau landing udh kebayang aja kalo rodanya gamau keluar. utnung masih bisa selamat",Jakarta - Surabaya,Domestic,Economy
Senyum Ceria Pramugarinya Meluruhkan Keterlambatan.....,30,Apr-16,"Tentu saja judul diatas adalah impian. Seandainya saja pramugari cantik Lion Air mau sedikit memberi senyum riangnya buat penumpang, pasti keterlambatan 1 jam tidak bakal banyak terasa. Mudah-mudahan di penerbangan berikutnya.",Semarang - Jakarta,Domestic,Economy
Maskapai Termurah namun Pilihan Ke-Sekian,20,Desember 2015,"Maskapai Lion Air bisa dibilang menguasai pasar penerbangan low cost carrier, menawarkan harga yang cukup murah membuatnya selalu tidak kehabisan penumpang. Namun kemurahan berbanding dengan pelayanan yang diberikan, tidak jarang mendengar penumpang maskapai ini mengamuk atau mengomel karena seringnya pesawat mengalami keterlambatan. Belum lagi kualitas pelayanan awak darat yang masih sangat perlu ditingkatkan.",Jayapura - Makassar,Domestic,Economy
Delay karena GRUP,30,Maret 2016,"Jadwal keberangkatan pukul 07.30 harus delay sampai 08.30 karena menunggu grup sekitar 25 orang yang baru check in pukul 07.15. Seharusnya, pihak maskapai berangkat sesuai jadwal saja karena kesiapan penumpang merupakan tanggung jawab masing-masing. Membuat penumpang lain dengan jadwal yang padat atau sudah terorganisir dengan baik menjadi kacau.",Yogyakarta Region - Jakarta,Domestic,Economy
Pendingin udara di kabin panas,40,Apr-16,"Penerbangan malam hari menuju surabaya ini sangat ontime,pada saat itu kursi penumpang full,tetapi pendingin udara pada kabin sangat penas,tetapi pramugarinya sangat ramah.",Denpasar - Surabaya,Southeast Asia,Economy
"AC Panas,On Time",40,Apr-16,"Penerbangan LionAir di pagi hari dengan tujuan denpasar sebenarnya cukup nyaman hanya saja Pendingin Udara dalam kabin sangat panas sekali,tetapi pramugarinya sangat ramah dan perjalanan menuju bali sangat on time.",Surabaya - Denpasar,Asia,Economy
Suara mendengung mengganggu kenyamanan,30,Apr-16,"Lama tidak menggunakan maskapai ini, pada akhirnya di suatu kesempatan saya memilih maskapai ini karena memiliki flight yang sangat pagi sekali. Alhamdulillah berangkat tepat waktu sesuai schedule. Tidak ada masalah dalam perjalanan ini kecuali pada saat pramugari mengumumkan sesuatu kepada penumpang, bunyi microphonenya mendengung terus selama mereka berbicara. Sungguh menganggu kenyamanan penumpang.",Denpasar - Jakarta,Southeast Asia,Economy
"Tight Schedule,re-schedule",30,Sep-15,"Memiliki banyak pilihan jam terbang menjadikan maskapai ini menjadi pilihan yang menarik. Namun sayang, maskapai ini juga menjadi salah satu maskapai dengan jam delay paling sering di Indonesia. Mungkin karena menawarkan penerbangan setiap jam membuat maskapai ini sering memiliki *bangku kosong* dan untuk mengisi kekosongan tersebut, jadwal penerbanganlah yang diubah. Sebagai salah satu low-cost airlines di Indonesia, maskapai ini tidak lah buruk.",Semarang - Balikpapan,Domestic,Economy
Delay 1 jam,20,Maret 2016,"Delay 1jam, mengecewakan... Saya ini pertama kalinya naik lion air, dan ternyata delay 1 jam.untungnya masih dapat kompensasi minuman AMDK gelas+roti.tapi saya rugi waktu menunggu terlalu lama di bandara dan nyampe lombok jadi terlalu malam.mengecewakan..",Yogyakarta Region - Lombok,Domestic,Economy
Transportasi Udara bagi yang tidak dikejar waktu,30,Oktober 2015,"Sebetulnya terbang dengan lion air cukup nyaman untuk kelas low cost carrier namun sangat disayangkan lion air selalu bermasalah dengan ketepatan waktu sehingga apabila anda tidak berpergian dengan jadwal waktu yang padat, penerbangan lion air dapat dijadikan pilihan",Jakarta - Semarang,Domestic,Economy
Pesawat ajaib,20,Maret 2016,"Saya mendapatkan konfirmasi bahwa pesawat telah di re-time. Oleh karena itu begitu tiba di Semarang saya langsung mengkonfirmasi kembali dengan me-re-time pesawat ke jam pagi (dari sebelumnya sore) di Bandara Semarang dan sudah mendapatkan bukti konfirmasi.  Saat ingin check in, ternyata tiket saya dikatakan ""Belum dibayar"". Setelah menunggu sekian lama dan akhirnya ada kesalahan, mereka memberikan tempat duduk utama di depan.  Jika tahu saya jadinya naik pesawat pagi, tentu saya akan memilih pesawat lain.",Semarang - Jakarta,Domestic,Economy
kecewa,20,Mei 2015,"waktu pergi dari jakarta ke bangkok lancar tanpa ada hambatan. begitu pas mau pulang, saya sekeluarga uda di bandara dmk mau antri buat check in ternyata ada pemberitahuan kalo penerbangan kami di tunda satu hari. jadi kami baru bisa diterbangkan besok di jam yang sama. saya sekeluarga kecewa banget, kenapa sebelumnya gak ada pemberitahuan. banyak wisatawan lain yang gak dapat pemberitahuan seperti kami. akhirnya saya milih buat refund tiket dan terbang ke indonesia menggunakan airasia",Bangkok - Jakarta,Southeast Asia,Economy
always delay,30,Januari 2016,"setiap kali hendak terbang dr jogja ke jakarta menggunakan lion pasti delay 1-2jam, memang bandara di jogja masih kecil, dan setiap pesawat harus antri untuk landing atau take off. Penerbangannya sendiri cukup nyaman, tergantung pilot nya, terkadang saat landing ada yg halus, ada juga yg kasar. Ruang duduk sempit, susah masuk untuk duduk dan berjalan di kabin, harus sabar mengantri.",Yogyakarta Region - Jakarta,Domestic,Economy
sangat buruk sekali,20,Maret 2016,"sangat buruk sekali seperti angkutan umum mikrolet,kotor dan udara dalam kanbin yang tidak segar,kursi yang sangat jelek,apalagi perjalanan jauh sekitar di atas 2 jam terasa duduk di kayu,krn jelek sekali",Jakarta - Surabaya,Domestic,Economy
Better than before,30,Apr-16,"Perbedaan yang sangat signifikan terjadi di lion air, terakhir menaiki pesawat ini satu tahun yang lalu, dan selalu delay tanpa ada kepastian. Kali ini beda, sangat on time dan dari sergi service dan keramahan mbak mbak pramugari jauh lebih baik dari sebelumnya. Keep it up Lion..!!",Surabaya - Denpasar,Asia,Economy
maskapai ekonomi,30,Apr-16,"pesawat ekonomi ini dengan harga murah, namun saat di dalam kabin seperti naik bis ekonomi terasa sempit dan gerah / panas. alhamdulilah kita selamat sampai tujuan",Semarang - Jakarta,Domestic,Economy
maskapai terburuk yg pernah kami naiki,20,Maret 2016,"saya dan istri kembali ke jakarta dari liburan, kebetulan dapat tiket murah dari lion air dengan bagasi pula. tapi penerbangan selama 1 jam 50 menit ini membuat kami trauma. hal. pertama yg buat kami trauma, pesawat delay hanya karena menunggu beberapa orang yg telat check in dan akhirnya tdk jd berangkat, karena itu harus menunggu 1 jam lebih untuk berangkat.Kemudian selama perjalanan dari KUL - CGK pesawat ini cm 15 menit awal yg tidak mengalami turbulansi.",Kuala Lumpur - Jakarta,Southeast Asia,Economy
Lion Air,30,Maret 2016,"Lion Air tergolong punya reputasi kurang baik, cendrung molor hampir stiap penerbangan, sy sdh ckp lama tidak berkenan memakai jasa penerbangan Lion Air krn berkat reputasi nya tsb, bahkan sy bbrp kali mengalaminya sendiri, terakhir bln maret yl sy cb kembali menaiki Lion Air, ygmn diluar dugaan sy bhw Lion Air sdh mengalami perobahan yg drastis, trus trang di luar dugaan sy, yaitu tepat wkt & kondisi pesawat yg oke banget, ayo Lion Air tunjukan taringmu, jgn sp ""melempem"" lg",Pangkalan Baru - Jakarta,Domestic,Economy
Maskapai dengan tiket murah,30,Maret 2016,"Penerbangan ke Palembang ditempuh dengan waktu 1 jam. Saya datang 2 jam lebih awal untuk check in di bandara karena antrian maskapai ini saat check in sangat panjang, saya takut ketinggalan pesawat. Penerbangan saya kali ini tepat waktu, tidak delay. Penerbangan ke wilayah Sumatera memang agak sedikit ada goncangan diatas.",Jakarta - Palembang,Domestic,Economy
"Lion Air, Late Is Our Nation",20,Maret 2016,"dari awal masuk ke Check-in counyter di terminal 3, antrian sudah mengular, untungnya saya sudah web-check in, tetapi ternyata saya tetap harus melewati counter untuk mendapatkan bukti check-in (entah mengapa), saya harus teriak-teriak bahwa pesawat saya akan berangkat 40 menit lagi (baru saya dialihkan ke counter darurat).  Setelah aman melewati check-in counter, masuklah saya ke ruang tunggu, ternyata PENUH, bahkan sudah banyak yang duduk di lantai, ternyata sebelumnya sudah ada 2 pesawat yang delay, dan pesawat saya ternyata kena delay juga 1 jam, jadilah 3 pesawat delay, ratusan penumpang sudah memenuhi runag tunggu, setelah menunggu 1 jam dan ada pemberitahuan pesawat sudah siap (ketiga penerbangan dari 3 pesawat dinyatakan siap) kamipun tidak jelas melalui gate mana, pesawat yang mana, chaos pun terjadi (Haiyah!)  untung-nya setelah naik pesawat sedikit terobati karena pesawat-nya besar dan baru, saya sudah lama sekali tidak naik maskapai ini, dan terpaksa naik karena mendadak harus pergi dan harganya memang lebih murah daripada saingannya.  sebenarnya saya sudah bayar PP Jakarta-Bali-Jakarta naik Lion ini, tetapi begitu sampai Bali, saya langsung memesan tiket AA, kapok saya naik pesawat si macan merah ini.  Gak lagi-lagi deh.",Jakarta - Denpasar,Asia,Economy
Maskapai rute langganan ke Jakarta,30,Mei 2015,"Saya dan keluarga sering menggunakan maskapai ini, namun pengalaman tahun lalu cukup membuat panik. No gate penerbangan di slip yang ada pada saya salah, untung saya segera cek ke gate lain dan bertanya pada petugas bandara",Padang - Jakarta,Domestic,Economy
Delay,30,Mei 2015,"Saya memesan tiket terusan ke Surabaya dari Palembang. Jadwal pertama menggunakan Lion Air dengan jam keberangkatan yaitu jam 7 pagi. Agar tidak telat, saya rela datang ke bandara jam 5 pagi. Betapa kecewanya saya ternyata begitu datang, jadwal flight nya delay hingga jam 11 siang. Karena saya malas bolak balik ke rumah, akhirnya saya memutuskan untuk tetap menunggu di bandara. Untungnya tiket yang saya beli adalah tiket terusan dari maskapai yang sama, sehingga tiket saya yang kedua tidak hangus.",Palembang - Surabaya,Domestic,Economy
Kantong Kursi yang jorok,30,Apr-16,"Saya duduk di kursi 8A, setelah membuka kantng kursi agak terkejut karena jorok ada bekas makanan, dan dibawab kursi menemukan gelas air mineral kosong. Apa tidak dibersihkan ya peswat ini. Lama-lama bias jadi sarana penyebaran virus karena joroknya. Harga tiket murah dan waktu ke Surabaya lebih singkat tidak perlu transit. Saran untuk penumpang lain, jika akan bepergian dg lion akan lebih baik bawa masker saja.",Pontianak - Surabaya,Domestic,Economy
Naik Lion Air pesawat delay,30,Maret 2016,"Saya terbang dari MEdan menuju ke Jakarta, dengan pesawat Lion Air ini dan ternyata harus delay sesuai dengan kebiasaan lion air, kemudian kami naik pesawat jumbonya yaitu boing 747. Cukup menarik pengalaman baru naik pesawat besar lion air. Untuk pesawatnya terlihat masih baru cuman agak kotor bagian interiornya dan AC nya juga ada yang menetes air dari atas. Tapi secara overall tidak ada masalah mungkin pelayanan dan service pesawat secara berkala harus lebih diperhatikan lagi.",Medan - Jakarta,Domestic,Economy
Kelebihannya web check ini dan pilih seat,30,Maret 2016,"Penerbangan murah, kadang-kadang delay, tapi yang saya suka adalah check in bias pilih seat tanpa biaya tambahan",Jakarta - Surabaya,Domestic,Economy
Murah tapi (selalu) delay,20,Desember 2015,"Sebenarnya tidak ada yang saya komplen pada awalnya. Harga tiket murah, dan interior pesawat pun juga masih ok menurut saya. Tapi lama kelamaan lion sering sekali delay dan sekali waktu membuat saya terlambat meeting (delay 3 jam dari jadwal!). Dan semakin lama semakin sering delay sehingga akhirnya membuat saya kapok untuk terbang dengan lion lagi",Surabaya - Bandung,Domestic,Business Class
Armada cukup lengkap dan baru,30,Maret 2016,"Lion Air Group terbilang pesat perkembangannya dengan konsep cheap flight. Di Indonesia, setahu saya Lion Group memiliki 3 nama maskapai yang dimotorinya yaitu Lion Air, Wings Air dan Batik Air, selain ada anggota grup lainnya seperti Air Asia. Untuk penerbangan pendek saya lebih memilih Lion Air, namun penerbangan di atas satu jam saya menggunakan Batik karena tempat lebih sedikit lega dan menerapkan full service. Kadang kalau kebetulan beruntung kita dapat harga promo lumayan murah dibanding dengan pesawat tanpa service sekalipun. Disamping itu Batik Air punya konten hiburan yang lumayan bagus. Yang membuat saya belum paham benar adalah masalah pelayanan dan penyambutan. Terasa sekali bahwa pelayanan dan penyambutan di Batik jauh berbeda dari Lion Air sendiri. Kesan itu saya dapatkan saat check in di Bandara dan sambutan dan pelayanan crew di atas pesawat. Lion Air terkesan judes atau jutek kata anak-anak sekarang, bandingkan dengan Batik yang selalu menebar senyum ramah baik disambut saat check in maupun di atas peawat. Kesan ini akhirnya membawa kita berkesimpulan bahwa mungkin SOP mereka seperti itu, bahwa dengan pesawat rate murah layak mendapatkan pelayanan yang seadanya, kalau bayar mahal baru dapat senyuman khasnya. Mudah-mudahan saya salah, tapi kita semua penumpang setia Lion sepakat menangkap fenomena itu. Pesawat cukup bagus dan terawat dengan cukup baik, hanya mungkin petugas2 teknisinya didisiplinkan lagi agar tidak terdengar insiden beberapa kelalaian seperti diberitakan di media masa.",Makassar - Jakarta,Domestic,Economy
luamyan,30,Maret 2016,"maskapai lumayan karena masih baru. ada delay, tapi karena cuaca, untuk safety nya bagus, AC baik, landing mulus",Jakarta - Yogyakarta Region,Domestic,Economy
Delaynya ga nahan....,20,Oktober 2015,"gak pernah gak delay, selalu delay. kapok pake Lion. masih banyak pesawat lain yang on time. perbaikin dong managemen nya, supaya pelanggan gak kapok pake maskapai ini.",Jakarta - Medan,Domestic,Economy
Perjalanan yang menegangkan.,40,Sep-15,"Sempat delay di Batam karna kabut asap, namun ini merukapan perjalanan paling menyenangkan dengan lion air (menurut saya)...sesuai rencana kami transit di balikpapan ganti pesawat untuk ke manado. karena delay 3 jam di batam pesawat lion yang ke manado pun sudah take off,,,alhasil kamipun di inapkan oleh lion air di balikpapan,,,pengalaman baru ,,,,,thnks lion air,,,walaupun sering delay namun lion air maskapai penerbangan paling aman di indonesia setidaknya untuk saat ini (coba bandingkan rasio penerbangan per hari dengan resiko kecelakaan)",Batam - Manado,Domestic,Economy
Pesawat Terlambat tetapi harga murah,40,Agustus 2015,"Membeli tiket pesawat dengan harga yang murah pilihannya adalah Lion air, tetapi sering sekali pesawat terlambat datang atau terlambat terbang.",Padang - Jakarta,Domestic,Economy
"Delay, Delay, Delay. oh free food?",20,Desember 2015,"awalnya sudah medengar tentang rumor kualitas dari maskapai ini, namun akhirnya saya membuktikannya sendiri.  penerbangan medan - surabaya (transit batam), lalu surabaya - denpasar. dan penerbangan pulang denpasar - medan (transit bandung)  delay terlama yang pernah saya rasakan, 5 jam! mungkin ini belum seberapa dibanding delay yang dialami penumpang lainnya dengan maskapai ini.  kompensasi? oh dikasih gratis makanan, namun apalah artinya makanan dibanding waktu yang terbuang sia-sia. masalahnya, delay yg di alami bukan hanya pada 1 penerbangan, namun hampir seluruh penerbangan yg saya lakukan (pp medan-denpasar) dengan maskapai ini, variasi keterlambatan 1 - 5 jam.  semoga kedepannya bisa lebih baik. tapi kalau layanan yang diberikan masih tetap seperti ini, well, apabila ada pilihan lain, lebih baik pilih maskapai lain.",Medan - Denpasar,Asia,Economy
"Maskapai murah, namun perlu lebih disiplin",30,Maret 2016,"Pesawat terlambat 45 menit, sehingga saya tertinggal bus terakhir dari bandara dan harus naik taksi, karena pesawat tersebut adalah pesawat terakhir menuju Batam dan bus hanya sampai jam 5 sore.  Untuk traveller dengan budget minim, pesawat ini pilihan yang pas, hanya saja persiapkan spare 1-2 jam untuk menentukan destinasi selanjutnya, mengingat seringnya maskapai ini terlambat",Pekanbaru - Batam,Domestic,Economy
Harga bersahabat untuk bagasi 20 kgs,30,Maret 2016,"Mohon dibersihkan toilet penumpang bagian belakang, baunya mengganggu hingga ke dua baris bangku deretan paling belakang.",Jakarta - Singapore,Southeast Asia,Economy
Maskapai penerbangan dengan harga murah,30,Oktober 2015,"Lion air menjadi pilihan terakhir maskapai yg saya pilih karena dengan harga yg bersaing dgn budget maskapai lain namun utk fasilitas dan kenyamanan dipesawat lion air sama sekali tidak memberikan kemajuan yg signifikan testi dari orang-orang mengenai ketidakpuasan pada lion air benar ada nya saya rasakan, semoga lion air bisa berbenah diri",Jakarta - Lombok,Domestic,Economy
Sebagai LCC kami rasa sudah sangat baik,40,Maret 2016,Tetap dapat harga promo di long weekend holiday. Penerbangan nya pun on time dan kabin krew nya juga ramah,Jakarta - Singapore,Southeast Asia,Economy
"Delay, namun harga terjangkau",20,Januari 2016,"saat itu Lion air memiliki harga termurah. namun pada saat boarding, ternyata delay selama kurang lebih 1 jam. tetapi lion air memiliiki banyak pilihan jadwal penerbangan. kursinya pun rata2 seperti maskapai penerbangan murah pada umumnya.",Jakarta - Semarang,Domestic,Economy
"Batik Air, premium class dengan harga yang lebih menarik",40,Desember 2015,"Penerbangan Malang Jakarta, pilihan pagi hari. sungguh menarik, terbang saat cuaca cerah menjadikan kenyamanan tersendiri. Pesawat, bersih, tepat waktu dan nyaman menambah kesempurnaan perjalanan. Berangkat yang tiba - tiba membuat pembelian tiket tidak dipersiapkan. Telpon call center batik, dan dibantu. pesan melalui call center, Tiket tinggal ambil di cs bandara.",Malang - Jakarta,Domestic,Economy
So so-lah,30,Maret 2016,"Penerbangangan ini emang terkenal dengan delay, delay dan delay. tapi ya diimbangi ama penerbangannya yang banyak, relatif murah. Kalau ada perubahan jadwal pun juga bakal di email,",Jakarta - Pekanbaru,Domestic,Economy
Harga yang sangat terjangkau,30,Februari 2016,"Saya sering bepergian menggunakan maskapai yang satu ini dikarenakan harganya sangat terjangkau. Namun di sisi lain, dengan harga semurah itu sangat disayangkan sekali karena kualitas pelayanannya juga kurang karena sering terjadi delay. Mohon untuk ditingkatkan lagi ya!",Jakarta - Pontianak,Domestic,Economy
"bad, but no choice",30,Juni 2015,sering naik Lion air tapi belum pernah kena delay lama karena aircraft error. pernah 1 kali kena delay dari Jogja akibat dari airtraffic di Jogja yang sangat ramai karena sedang digunakan untuk latihan terbang pesawat Jupiter.,Yogyakarta Region - Balikpapan,Domestic,Economy
Harga terjangkau dan banyak pilihan perjalanan,30,Apr-15,"Saya cukup sering menggunakan Lion Air karena harganya terjangkau dan banyak pilihan jadwal perjalanan dalam 1 hari. Minim fasilitas memang sebanding dengan harganya yang murah. Sejauh ini saya lebih sering menggunakan Lion Air untuk jarak dekat (Solo atau Yogyakarta), sehingga saya merasakan perjalanan dan pelayanan relatif baik dan kebetulan saya tidak pernah mengalami delay.",Jakarta - Solo,Domestic,Economy
harga yang sangat bersahabat,40,Maret 2016,"Mungkin bisa dipastikan dari setiap penerbangan yang saya ambil memakai maskapai ini. Tentu saja harga yang sangat bersahabat menjadi alasan, karena sangat ramah dengan budget. Meski dengan fasilitas yang ekonomis, namun pelayanan dari pramugari selalu ramah dan membantu. Apalagi sekarang Lion semakin bisa diandalkan dengan mendapat penghargaan dalam hal keselamatan penumpang. Salut buat Lion yang peduli pada tarif yang merakyat. Semoga ke depannya, bisa jadi pelopor baru pelayanan dan fasilitas super prima namun tetap dengan harga ekonomis.",Surabaya - Palu,Domestic,Economy
Harga sesuai dengan pelayanan,20,Maret 2016,Maskapai ekonomi termurah seasia tenggara dengan pelayanan kurang baik tapi sejauh ini aman aman saja,Yogyakarta Region - Jakarta,Domestic,Economy
batik air by lion air,40,Maret 2016,"Karena ini penerbangan dari bandara halim perdanakusuma, penerbangan dari bandara ini nyaman karena bandara tidak penuh penerbangan on time, take off dan landing nyaman makanan yang disajikan di pesawat dingin",Jakarta - Padang,Domestic,Economy
